accountant_id,subservice_name,service_name,combo
1180,Management consultancy,Business Consulting & Support,1180 - Business Consulting & Support
1180,Partnership / sole trader accounts,Annual Accounts,1180 - Annual Accounts
1183,Limited company accounts,Annual Accounts,1183 - Annual Accounts
1183,Management accounting consultancy,Business Consulting & Support,1183 - Business Consulting & Support
1183,Partnership / sole trader accounts,Annual Accounts,1183 - Annual Accounts
1183,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1183 - Tax Services
1189,Bank loans and overdrafts (inc SFLGS),Financing Support,1189 - Financing Support
1189,Business plans,Business Consulting & Support,1189 - Business Consulting & Support
1189,Business process improvements,Business Consulting & Support,1189 - Business Consulting & Support
1189,Business start-up and company formation,Formation / M&A,1189 - Formation / M&A
1189,Limited company accounts,Annual Accounts,1189 - Annual Accounts
1189,Management accounting consultancy,Business Consulting & Support,1189 - Business Consulting & Support
1189,Management advice to business,Business Consulting & Support,1189 - Business Consulting & Support
1189,Management consultancy,Business Consulting & Support,1189 - Business Consulting & Support
1189,Partnership / sole trader accounts,Annual Accounts,1189 - Annual Accounts
1189,Small scale equity issues,Financing Support,1189 - Financing Support
1193,Business plans,Business Consulting & Support,1193 - Business Consulting & Support
1193,Business process improvements,Business Consulting & Support,1193 - Business Consulting & Support
1193,Business start-up and company formation,Formation / M&A,1193 - Formation / M&A
1193,Company secretarial service,Bookkeeping & Admin,1193 - Bookkeeping & Admin
1193,Limited company accounts,Annual Accounts,1193 - Annual Accounts
1193,Management accounting consultancy,Business Consulting & Support,1193 - Business Consulting & Support
1193,Management advice to business,Business Consulting & Support,1193 - Business Consulting & Support
1193,Partnership / sole trader accounts,Annual Accounts,1193 - Annual Accounts
1193,Share valuations,Financing Support,1193 - Financing Support
1193,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1193 - Tax Services
1195,Business plans,Business Consulting & Support,1195 - Business Consulting & Support
1195,Business start-up and company formation,Formation / M&A,1195 - Formation / M&A
1195,Company secretarial service,Bookkeeping & Admin,1195 - Bookkeeping & Admin
1195,Estate planning and executorship,Other,1195 - Other
1195,Expert witness,Other,1195 - Other
1195,Limited company accounts,Annual Accounts,1195 - Annual Accounts
1195,Management accounting consultancy,Business Consulting & Support,1195 - Business Consulting & Support
1195,Management advice to business,Business Consulting & Support,1195 - Business Consulting & Support
1195,Management consultancy,Business Consulting & Support,1195 - Business Consulting & Support
1195,Partnership / sole trader accounts,Annual Accounts,1195 - Annual Accounts
1195,Tax and NI investigations,Tax Services,1195 - Tax Services
1195,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1195 - Tax Services
1195,Trusteeship / Trust Administration,Other,1195 - Other
1197,Business plans,Business Consulting & Support,1197 - Business Consulting & Support
1197,Business start-up and company formation,Formation / M&A,1197 - Formation / M&A
1197,Limited company accounts,Annual Accounts,1197 - Annual Accounts
1197,Management accounting consultancy,Business Consulting & Support,1197 - Business Consulting & Support
1197,Management advice to business,Business Consulting & Support,1197 - Business Consulting & Support
1197,Management consultancy,Business Consulting & Support,1197 - Business Consulting & Support
1197,Partnership / sole trader accounts,Annual Accounts,1197 - Annual Accounts
1197,Tax and NI investigations,Tax Services,1197 - Tax Services
1197,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1197 - Tax Services
1199,Business plans,Business Consulting & Support,1199 - Business Consulting & Support
1199,Business start-up and company formation,Formation / M&A,1199 - Formation / M&A
1199,Company secretarial service,Bookkeeping & Admin,1199 - Bookkeeping & Admin
1199,Corporate finance,Financing Support,1199 - Financing Support
1199,Limited company accounts,Annual Accounts,1199 - Annual Accounts
1199,Management accounting consultancy,Business Consulting & Support,1199 - Business Consulting & Support
1199,Partnership / sole trader accounts,Annual Accounts,1199 - Annual Accounts
1199,Tax and NI investigations,Tax Services,1199 - Tax Services
1199,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1199 - Tax Services
1203,Business plans,Business Consulting & Support,1203 - Business Consulting & Support
1203,Business start-up and company formation,Formation / M&A,1203 - Formation / M&A
1203,Company secretarial service,Bookkeeping & Admin,1203 - Bookkeeping & Admin
1203,Data processing services,Bookkeeping & Admin,1203 - Bookkeeping & Admin
1203,Limited company accounts,Annual Accounts,1203 - Annual Accounts
1203,Management accounting consultancy,Business Consulting & Support,1203 - Business Consulting & Support
1203,Management advice to business,Business Consulting & Support,1203 - Business Consulting & Support
1203,Partnership / sole trader accounts,Annual Accounts,1203 - Annual Accounts
1203,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1203 - Tax Services
1206,Limited company accounts,Annual Accounts,1206 - Annual Accounts
1206,Management accounting consultancy,Business Consulting & Support,1206 - Business Consulting & Support
1206,Partnership / sole trader accounts,Annual Accounts,1206 - Annual Accounts
1206,Tax and NI investigations,Tax Services,1206 - Tax Services
1206,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1206 - Tax Services
1208,Company secretarial service,Bookkeeping & Admin,1208 - Bookkeeping & Admin
1208,Corporate finance,Financing Support,1208 - Financing Support
1208,Corporate recovery,Insolvency and Arbitration,1208 - Insolvency and Arbitration
1208,Estate planning and executorship,Other,1208 - Other
1208,"Grants and Finance (EU,government)",Financing Support,1208 - Financing Support
1208,Internal audit and systems security,Audit Services,1208 - Audit Services
1208,Limited company accounts,Annual Accounts,1208 - Annual Accounts
1208,Management accounting consultancy,Business Consulting & Support,1208 - Business Consulting & Support
1208,Management advice to business,Business Consulting & Support,1208 - Business Consulting & Support
1208,Partnership / sole trader accounts,Annual Accounts,1208 - Annual Accounts
1208,Share valuations,Financing Support,1208 - Financing Support
1208,Tax and NI investigations,Tax Services,1208 - Tax Services
1208,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1208 - Tax Services
1208,Trusteeship / Trust Administration,Other,1208 - Other
1211,Business risk assessment,Business Consulting & Support,1211 - Business Consulting & Support
1211,Corporate finance,Financing Support,1211 - Financing Support
1211,Corporate recovery,Insolvency and Arbitration,1211 - Insolvency and Arbitration
1213,Business plans,Business Consulting & Support,1213 - Business Consulting & Support
1213,Business start-up and company formation,Formation / M&A,1213 - Formation / M&A
1213,Company secretarial service,Bookkeeping & Admin,1213 - Bookkeeping & Admin
1213,Limited company accounts,Annual Accounts,1213 - Annual Accounts
1213,Management accounting consultancy,Business Consulting & Support,1213 - Business Consulting & Support
1213,Partnership / sole trader accounts,Annual Accounts,1213 - Annual Accounts
1213,Tax and NI investigations,Tax Services,1213 - Tax Services
1213,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1213 - Tax Services
1216,Business plans,Business Consulting & Support,1216 - Business Consulting & Support
1216,Business process improvements,Business Consulting & Support,1216 - Business Consulting & Support
1216,Business start-up and company formation,Formation / M&A,1216 - Formation / M&A
1216,Company secretarial service,Bookkeeping & Admin,1216 - Bookkeeping & Admin
1216,Data processing services,Bookkeeping & Admin,1216 - Bookkeeping & Admin
1216,Export finance planning and tax,Tax Services,1216 - Tax Services
1216,Limited company accounts,Annual Accounts,1216 - Annual Accounts
1216,Management accounting consultancy,Business Consulting & Support,1216 - Business Consulting & Support
1216,Tax and NI investigations,Tax Services,1216 - Tax Services
1216,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1216 - Tax Services
1217,Business plans,Business Consulting & Support,1217 - Business Consulting & Support
1217,Business start-up and company formation,Formation / M&A,1217 - Formation / M&A
1217,Company secretarial service,Bookkeeping & Admin,1217 - Bookkeeping & Admin
1217,Limited company accounts,Annual Accounts,1217 - Annual Accounts
1217,Management accounting consultancy,Business Consulting & Support,1217 - Business Consulting & Support
1217,Management advice to business,Business Consulting & Support,1217 - Business Consulting & Support
1217,Management consultancy,Business Consulting & Support,1217 - Business Consulting & Support
1217,Partnership / sole trader accounts,Annual Accounts,1217 - Annual Accounts
1217,Tax and NI investigations,Tax Services,1217 - Tax Services
1217,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1217 - Tax Services
1217,Treasury,Other,1217 - Other
1217,Trusteeship / Trust Administration,Other,1217 - Other
1218,Limited company accounts,Annual Accounts,1218 - Annual Accounts
1218,Management accounting consultancy,Business Consulting & Support,1218 - Business Consulting & Support
1218,Management advice to business,Business Consulting & Support,1218 - Business Consulting & Support
1218,Management consultancy,Business Consulting & Support,1218 - Business Consulting & Support
1218,Partnership / sole trader accounts,Annual Accounts,1218 - Annual Accounts
1218,Share valuations,Financing Support,1218 - Financing Support
1218,Tax and NI investigations,Tax Services,1218 - Tax Services
1218,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1218 - Tax Services
1221,Limited company accounts,Annual Accounts,1221 - Annual Accounts
1221,Management accounting consultancy,Business Consulting & Support,1221 - Business Consulting & Support
1221,Management advice to business,Business Consulting & Support,1221 - Business Consulting & Support
1221,Management consultancy,Business Consulting & Support,1221 - Business Consulting & Support
1221,Partnership / sole trader accounts,Annual Accounts,1221 - Annual Accounts
1221,Tax and NI investigations,Tax Services,1221 - Tax Services
1221,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,1221 - Tax Services
1223,Business plans,Business Consulting & Support,1223 - Business Consulting & Support
1223,Business start-up and company formation,Formation / M&A,1223 - Formation / M&A
1223,Company secretarial service,Bookkeeping & Admin,1223 - Bookkeeping & Admin
1223,Cost systems and control,Bookkeeping & Admin,1223 - Bookkeeping & Admin
